Column1,Column2,Column3
구)성지모바일(양주),구)성지모바일(양주),KT-VI
웅)성지요 동백점,웅)성지요 동백점,KT-VI
웅)성지요(옥수),웅)성지요(옥수),KT-VI
웅)성지요(의왕점),웅)성지요(의왕점),KT-VI
웅)성지요(인계점),웅)성지요(인계점),KT-VI
수)성진정보통신(광진구),수)성진정보통신(광진구),KT-VI
웅)성훈대박(송파),웅)성훈대박(송파),KT-VI
구)세계로통신(전주),구)세계로통신(전주),KT-VI
수)세교통신멀티샵(오산),수)세교통신멀티샵(오산),KT-VI
열)세린텔레콤,열)세린텔레콤,KT-VI
열)세븐모바일(동대문),열)세븐모바일(동대문),KT-VI
구)세븐모바일(청량리),구)세븐모바일(청량리),KT-VI
민)세븐텔레콤(면목),민)세븐텔레콤(면목),KT-VI
수)세상모든폰(암사),수)세상모든폰(암사),KT-VI
수)세연통신,수)세연통신,KT-VI
구)세은통신(원주),구)세은통신(원주),KT-VI
준)세이브통신,준)세이브통신,KT-VI
수)세인텔레콤(을지로),수)세인텔레콤(을지로),KT-VI
구)센텀모바일(하남),구)센텀모바일(하남),KT-VI
영)셀텍(망원),영)셀텍(망원),KT-VI
영)셀폰모바일(경주),영)셀폰모바일(경주),KT-VI
웅)셀프메이드,웅)셀프메이드,KT-VI
구)소녀폰 군산점,구)소녀폰 군산점,KT-VI
수)소리샘텔레콤(수원),수)소리샘텔레콤(수원),KT-VI
구)소리이동통신(전주),구)소리이동통신(전주),KT-VI
영)소미스토리(춘천),영)소미스토리(춘천),KT-VI
열)소중한선택(광주),열)소중한선택(광주),KT-VI
영)소중한휴대폰(천안불당),영)소중한휴대폰(천안불당),KT-VI
웅)솜모바일,웅)솜모바일,KT-VI
구)송이통신,구)송이통신,KT-VI
열)송정본가(이천),열)송정본가(이천),KT-VI
우)수글로벌,우)수글로벌,KT-VI
수)수엔 사라스마트폰,수)수엔 사라스마트폰,KT-VI
열)수엠비(영암),열)수엠비(영암),KT-VI
준)수연텔레콤,준)수연텔레콤,KT-VI
준)수원통신/M,준)수원통신/M,KT-VI
열)수정통신(대전),열)수정통신(대전),KT-VI
민)수진인피니티,민)수진인피니티,KT-VI
웅)수진정보통신,웅)수진정보통신,KT-VI
수)수진텔레콤(성남),수)수진텔레콤(성남),KT-VI
웅)수현정보통신,웅)수현정보통신,KT-VI
수)순돌이모바일(청라),수)순돌이모바일(청라),KT-VI
수)숲텔레콤,수)숲텔레콤,KT-VI
영)슈텔레콤(마포),영)슈텔레콤(마포),KT-VI
수)슈퍼맨텔레콤(부산동래점),수)슈퍼맨텔레콤(부산동래점),KT-VI
수)슈퍼맨텔레콤(창원마산),수)슈퍼맨텔레콤(창원마산),KT-VI
구)슈퍼폰,구)슈퍼폰,KT-VI
구)스레이럿모바일,구)스레이럿모바일,KT-VI
열)스마일텔레콤(여주),열)스마일텔레콤(여주),KT-VI
구)스마일티,구)스마일티,KT-VI
열)스마트419/M,열)스마트419/M,KT-VI
수)스마트면세점(능곡점),수)스마트면세점(능곡점),KT-VI
민)스마트정석,민)스마트정석,KT-VI
열)스마트통신,열)스마트통신,KT-VI
수)스마트통신(석남),수)스마트통신(석남),KT-VI
구)스마트폰면세점초당점(안산),구)스마트폰면세점초당점(안산),KT-VI
구)스마트폰면세점 한양대점(안산),구)스마트폰면세점 한양대점(안산),KT-VI
열)스마트폰면세점(예산),열)스마트폰면세점(예산),KT-VI
구)스마트폰면세점사동본점주식회사(안산),구)스마트폰면세점사동본점주식회사(안산),KT-VI
수)스마트한폰세상(길동),수)스마트한폰세상(길동),KT-VI
수)스마트k(공릉),수)스마트k(공릉),KT-VI
수)스카이(뚝섬),수)스카이(뚝섬),KT-VI
영)스카이모바일(평택),영)스카이모바일(평택),KT-VI
웅)스카이블루(이문),웅)스카이블루(이문),KT-VI
민)스카이정보통신(장곡),민)스카이정보통신(장곡),KT-VI
수)스타모바일(안산),수)스타모바일(안산),KT-VI
영)스타정보,영)스타정보,KT-VI
준)스타통신(천안),준)스타통신(천안),KT-VI
열)스피드작전점(인천),열)스피드작전점(인천),KT-VI
수)스피드텔레콤(매탄),수)스피드텔레콤(매탄),KT-VI
영)스피드텔레콤(병점),영)스피드텔레콤(병점),KT-VI
영)스피드텔레콤(오목천점),영)스피드텔레콤(오목천점),KT-VI
열)승구텔레콤(창원),열)승구텔레콤(창원),KT-VI
준)승승장구,준)승승장구,KT-VI
구)시네마통신2호점,구)시네마통신2호점,KT-VI
우)시아통신,우)시아통신,KT-VI
열)시원모바일(동탄),열)시원모바일(동탄),KT-VI
수)시월모바일(공주),수)시월모바일(공주),KT-VI
수)시은모바일(화성),수)시은모바일(화성),KT-VI
웅)시티텔레콤,웅)시티텔레콤,KT-VI
수)시현통신(삼양),수)시현통신(삼양),KT-VI
수)신광통신(장현),수)신광통신(장현),KT-VI
영)신기통신(대구),영)신기통신(대구),KT-VI
영)신도림도매폰진접,영)신도림도매폰진접,KT-VI
영)신동텔레콤(대구),영)신동텔레콤(대구),KT-VI
구)신사임당(경주),구)신사임당(경주),KT-VI
열)신성(난곡),열)신성(난곡),KT-VI
열)신성남정보통신,열)신성남정보통신,KT-VI
영)신성모바일(안양),영)신성모바일(안양),KT-VI
준)신세계(당고개),준)신세계(당고개),KT-VI
구)신세계(서초),구)신세계(서초),KT-VI
수)신세계이동통신(부천),수)신세계이동통신(부천),KT-VI
수)신세계통신(대전),수)신세계통신(대전),KT-VI
우)신애통신,우)신애통신,KT-VI
수)신영통신(동두천),수)신영통신(동두천),KT-VI
우)신우정보,우)신우정보,KT-VI
영)신터미널이동통신(속초),영)신터미널이동통신(속초),KT-VI
영)신텔레콤,영)신텔레콤,KT-VI
웅)신화텔레콤,웅)신화텔레콤,KT-VI
수)신화텔레콤(암사),수)신화텔레콤(암사),KT-VI
열)신화하이스트,열)신화하이스트,KT-VI
열)신후커뮤니케이션(화성),열)신후커뮤니케이션(화성),KT-VI
수)신흥텔레콤,수)신흥텔레콤,KT-VI
영)심곡텔레콤(인천),영)심곡텔레콤(인천),KT-VI
웅)심코리아,웅)심코리아,KT-VI
수)싸다폰(산본),수)싸다폰(산본),KT-VI
구)싼타모바일,구)싼타모바일,KT-VI
수)싼폰(덕소),수)싼폰(덕소),KT-VI
구)쌍둥이폰가게(김해),구)쌍둥이폰가게(김해),KT-VI
구)쌍문텔레콤,구)쌍문텔레콤,KT-VI
영)써니모바일(수원),영)써니모바일(수원),KT-VI
웅)써니통신,웅)써니통신,KT-VI
준)썬다롱텔레콤,준)썬다롱텔레콤,KT-VI
영)썬정보통신(부천),영)썬정보통신(부천),KT-VI
민)썬플러스,민)썬플러스,KT-VI
민)씨스타모바일(영등포),민)씨스타모바일(영등포),KT-VI
영)씨씨인베스트먼트,영)씨씨인베스트먼트,KT-VI
영)씨씨클라쓰(주),영)씨씨클라쓰(주),KT-VI
영)씨앤씨모바일,영)씨앤씨모바일,KT-VI
영)씨앤씨모바일(천안),영)씨앤씨모바일(천안),KT-VI
영)씨에이치모바일,영)씨에이치모바일,KT-VI
민)씨엔아이통신(부천),민)씨엔아이통신(부천),KT-VI
웅)씨엠알모바일,웅)씨엠알모바일,KT-VI
원)씨티와이(안산),원)씨티와이(안산),KT-VI
수)씽씽모바일(청라),수)씽씽모바일(청라),KT-VI
영)씽씽텔레콤,영)씽씽텔레콤,KT-VI
열)아남정보통신,열)아남정보통신,KT-VI
구)아라라트(오류동),구)아라라트(오류동),KT-VI
영)아름텔레콤(구로),영)아름텔레콤(구로),KT-VI
영)아민트레이드,영)아민트레이드,KT-VI
수)아벤커뮤니케이션즈(발안),수)아벤커뮤니케이션즈(발안),KT-VI
웅)아빠통신(수원),웅)아빠통신(수원),KT-VI
수)아산텔레콤(아산),수)아산텔레콤(아산),KT-VI
웅)아시아모바일(김해),웅)아시아모바일(김해),KT-VI
수)아시아텔레콤(안산),수)아시아텔레콤(안산),KT-VI
웅)아워스,웅)아워스,KT-VI
우)아이디오,우)아이디오,KT-VI
영)아이박스24(안산),영)아이박스24(안산),KT-VI
수)아이원통신(인천),수)아이원통신(인천),KT-VI
열)아이티마켓(광주),열)아이티마켓(광주),KT-VI
수)아이티통신(동대문),수)아이티통신(동대문),KT-VI
구)아이폰브라더스(양주),구)아이폰브라더스(양주),KT-VI
민)아이폰수리점,민)아이폰수리점,KT-VI
구)아이픽스굿(동해),구)아이픽스굿(동해),KT-VI
준)아정네트웍스(부산),준)아정네트웍스(부산),KT-VI
열)아트모바일(신월동),열)아트모바일(신월동),KT-VI
열)아트정보통신(광주),열)아트정보통신(광주),KT-VI
수)아프로(왕십리),수)아프로(왕십리),KT-VI
구)아프리디,구)아프리디,KT-VI
열)아프리카폰(군포산본점),열)아프리카폰(군포산본점),KT-VI
열)아프리카폰(오산),열)아프리카폰(오산),KT-VI
수)아형폰(영등포),수)아형폰(영등포),KT-VI
영)안득휴대폰(부평),영)안득휴대폰(부평),KT-VI
열)안성모바일(안성),열)안성모바일(안성),KT-VI
열)알뜰모바일(대구),열)알뜰모바일(대구),KT-VI
구)알뜰온통신(독산),구)알뜰온통신(독산),KT-VI
웅)알뜰통신(대구),웅)알뜰통신(대구),KT-VI
준)알뜰폰(제주),준)알뜰폰(제주),KT-VI
웅)알뜰폰정류장(대구),웅)알뜰폰정류장(대구),KT-VI
준)알뜰폰패밀리(세종),준)알뜰폰패밀리(세종),KT-VI
준)알뜰휴대폰(안성),준)알뜰휴대폰(안성),KT-VI
준)알뜰휴대폰(평택),준)알뜰휴대폰(평택),KT-VI
열)알람폰수영점(부산),열)알람폰수영점(부산),KT-VI
우)알로통신,우)알로통신,KT-VI
우)알로통신(안산),우)알로통신(안산),KT-VI
웅)알로하모바일,웅)알로하모바일,KT-VI
영)알투모바일(수원),영)알투모바일(수원),KT-VI
수)알파정보통신(동인천),수)알파정보통신(동인천),KT-VI
열)알파통신,열)알파통신,KT-VI
구)압정통신,구)압정통신,KT-VI
영)애니콜(광주),영)애니콜(광주),KT-VI
민)애니콜프라자,민)애니콜프라자,KT-VI
구)애니통신&앤언니,구)애니통신&앤언니,KT-VI
웅)애플(김해),웅)애플(김해),KT-VI
수)애플정보통신(대구),수)애플정보통신(대구),KT-VI
구)액세스모바일(진접),구)액세스모바일(진접),KT-VI
열)앤모바일(분당),열)앤모바일(분당),KT-VI
구)앤트피디,구)앤트피디,KT-VI
우)양가스토어,우)양가스토어,KT-VI
영)양덕원통신(홍천),영)양덕원통신(홍천),KT-VI
수)양산아저씨,수)양산아저씨,KT-VI
영)어니언(은평),영)어니언(은평),KT-VI
우)어라운드비,우)어라운드비,KT-VI
웅)어썸(면목),웅)어썸(면목),KT-VI
웅)어썸아이앤티,웅)어썸아이앤티,KT-VI
민)어진모바일(구리),민)어진모바일(구리),KT-VI
영)엄지텔레콤(부평),영)엄지텔레콤(부평),KT-VI
우)엄청텔레콤,우)엄청텔레콤,KT-VI
수)에덴비젼(방화),수)에덴비젼(방화),KT-VI
우)에밀리무역,우)에밀리무역,KT-VI
영)에비모바일,영)에비모바일,KT-VI
민)에스디컴퍼니,민)에스디컴퍼니,KT-VI
열)에스비모바일(제천),열)에스비모바일(제천),KT-VI
구)에스씨컴퍼니(청주),구)에스씨컴퍼니(청주),KT-VI
구)에스아이,구)에스아이,KT-VI
수)에스앤에이치(공릉),수)에스앤에이치(공릉),KT-VI
영)에스에이치모바일(구리),영)에스에이치모바일(구리),KT-VI
구)에스엠모바일,구)에스엠모바일,KT-VI
웅)에스엠스토어,웅)에스엠스토어,KT-VI
수)에스엠컴퍼니,수)에스엠컴퍼니,KT-VI
수)에스와이(금곡),수)에스와이(금곡),KT-VI
열)에스와이(하남),열)에스와이(하남),KT-VI
영)에스지텔레콤(부천),영)에스지텔레콤(부천),KT-VI
민)에스지프렌즈(장곡),민)에스지프렌즈(장곡),KT-VI
열)에스지피플(중랑),열)에스지피플(중랑),KT-VI
민)에스케이엠비(리더스),민)에스케이엠비(리더스),KT-VI
구)에스케이텔레콤 한백경원점(고창),구)에스케이텔레콤 한백경원점(고창),KT-VI
준)에스피커뮤니티,준)에스피커뮤니티,KT-VI
열)에스피텔레콤(송파),열)에스피텔레콤(송파),KT-VI
웅)에이스통신(광주),웅)에이스통신(광주),KT-VI
열)에이스통신(대전),열)에이스통신(대전),KT-VI
열)에이스휴대폰성지(김해),열)에이스휴대폰성지(김해),KT-VI
수)에이원(문성),수)에이원(문성),KT-VI
수)에이원(상모),수)에이원(상모),KT-VI
열)에이치네트웍스(송파),열)에이치네트웍스(송파),KT-VI
준)에이치모바일(도봉),준)에이치모바일(도봉),KT-VI
우)에이치모바일(향남),우)에이치모바일(향남),KT-VI
구)에이치비컴퍼니(번동),구)에이치비컴퍼니(번동),KT-VI
수)에이치비텔레콤(구리),수)에이치비텔레콤(구리),KT-VI
수)에이치비텔레콤(호평),수)에이치비텔레콤(호평),KT-VI
영)에이치엘모바일(수원),영)에이치엘모바일(수원),KT-VI
민)에이치와이/M,민)에이치와이/M,KT-VI
민)에이치케이티샵(주),민)에이치케이티샵(주),KT-VI
수)에이치통신(파주),수)에이치통신(파주),KT-VI
열)에이치투오정보통신,열)에이치투오정보통신,KT-VI
우)에이투젯 휴대폰,우)에이투젯 휴대폰,KT-VI
열)에이플러스(2호점),열)에이플러스(2호점),KT-VI
영)에이피(부천),영)에이피(부천),KT-VI
구)에코페이,구)에코페이,KT-VI
영)에코폰(평택점),영)에코폰(평택점),KT-VI
열)엔네트,열)엔네트,KT-VI
수)엔모바일(오산),수)엔모바일(오산),KT-VI
우)엔씨정보,우)엔씨정보,KT-VI
구)엔씨통신(마북점),구)엔씨통신(마북점),KT-VI
구)엔케이모바일,구)엔케이모바일,KT-VI
웅)엔터컴주식회사(김해),웅)엔터컴주식회사(김해),KT-VI
영)엘림,영)엘림,KT-VI
수)엘비통신(신내),수)엘비통신(신내),KT-VI
열)엘에스티,열)엘에스티,KT-VI
영)엘엠글로벌,영)엘엠글로벌,KT-VI
구)엘제이모바일(부산),구)엘제이모바일(부산),KT-VI
웅)엘제이텔레콤(대전),웅)엘제이텔레콤(대전),KT-VI
영)엘케이모바일(산본),영)엘케이모바일(산본),KT-VI
웅)엘티모바일(대전),웅)엘티모바일(대전),KT-VI
수)엠넷(세종),수)엠넷(세종),KT-VI
영)엠비에스포스원,영)엠비에스포스원,KT-VI
영)엠앤에이모바일(평택),영)엠앤에이모바일(평택),KT-VI
웅)엠에스(수내),웅)엠에스(수내),KT-VI
열)엠에스정보통신(성남),열)엠에스정보통신(성남),KT-VI
열)엠에스텔레콤(안양),열)엠에스텔레콤(안양),KT-VI
민)엠에스플러스/M,민)엠에스플러스/M,KT-VI
웅)엠원,웅)엠원,KT-VI
수)엠제이모바일(석남),수)엠제이모바일(석남),KT-VI
구)엠존,구)엠존,KT-VI
열)엠지핸드폰(봉담),열)엠지핸드폰(봉담),KT-VI
수)엠케이모바일,수)엠케이모바일,KT-VI
열)엠케이스타(송파),열)엠케이스타(송파),KT-VI
민)엠텔레콤(장안),준)엠텔레콤(장안),KT-VI
영)엠티케이모바일(평택),영)엠티케이모바일(평택),KT-VI
웅)여름텔레콤,웅)여름텔레콤,KT-VI
수)여우통신(전곡),수)여우통신(전곡),KT-VI
열)여주통신(여주),열)여주통신(여주),KT-VI
열)역말이동통신,열)역말이동통신,KT-VI
영)연모바일,영)연모바일,KT-VI
구)연모바일(부산),구)연모바일(부산),KT-VI
열)연세통신(성남),열)연세통신(성남),KT-VI
영)연합통신,영)연합통신,KT-VI
영)영대중고폰,영)영대중고폰,KT-VI
수)영등포성지(영등포),수)영등포성지(영등포),KT-VI
열)영모바일(천안),열)영모바일(천안),KT-VI
영)영사운드(용산),영)영사운드(용산),KT-VI
수)영산업(산본),수)영산업(산본),KT-VI
영)영석정보통신,영)영석정보통신,KT-VI
구)영우정보통신(광주),구)영우정보통신(광주),KT-VI
구)영원OA통신,구)영원OA통신,KT-VI
수)영종국제통신(인천),수)영종국제통신(인천),KT-VI
영)영천아시아폰마트(영천),영)영천아시아폰마트(영천),KT-VI
영)영텔레콤(이천),영)영텔레콤(이천),KT-VI
열)영통신(인천),열)영통신(인천),KT-VI
영)옆커폰 노원점,영)옆커폰 노원점,KT-VI
영)옆커폰(강동점),영)옆커폰(강동점),KT-VI
영)옆커폰(금곡점),영)옆커폰(금곡점),KT-VI
영)옆커폰(길음점),영)옆커폰(길음점),KT-VI
영)옆커폰(내발산점),영)옆커폰(내발산점),KT-VI
영)옆커폰(단대오거리점),영)옆커폰(단대오거리점),KT-VI
영)옆커폰(답십리점),영)옆커폰(답십리점),KT-VI
영)옆커폰(대전봉명점),영)옆커폰(대전봉명점),KT-VI
영)옆커폰(대전시청점),영)옆커폰(대전시청점),KT-VI
영)옆커폰(상일점),영)옆커폰(상일점),KT-VI
영)옆커폰(서울중곡본점),영)옆커폰(서울중곡본점),KT-VI
영)옆커폰(수원남문점),영)옆커폰(수원남문점),KT-VI
영)옆커폰(신내점),영)옆커폰(신내점),KT-VI
영)옆커폰(신정점),영)옆커폰(신정점),KT-VI
영)옆커폰(쌍문점),영)옆커폰(쌍문점),KT-VI
영)옆커폰(옥정점),영)옆커폰(옥정점),KT-VI
영)옆커폰(왕십리점),영)옆커폰(왕십리점),KT-VI
영)옆커폰(중곡점),영)옆커폰(중곡점),KT-VI
영)옆커폰(천안가경점),영)옆커폰(천안가경점),KT-VI
영)옆커폰(천안불당점),영)옆커폰(천안불당점),KT-VI
영)옆커폰(천안탕정점),영)옆커폰(천안탕정점),KT-VI
영)옆커폰(청주강서점),영)옆커폰(청주강서점),KT-VI
영)옆커폰(청주동남점),영)옆커폰(청주동남점),KT-VI
영)옆커폰(청주사창점),영)옆커폰(청주사창점),KT-VI
영)옆커폰(청주율량점),영)옆커폰(청주율량점),KT-VI
영)옆커폰(청파점),영)옆커폰(청파점),KT-VI
구)예스모바일(남원),구)예스모바일(남원),KT-VI
수)예스정보통신(오남),수)예스정보통신(오남),KT-VI
수)예원(김포),수)예원(김포),KT-VI
구)오거리통신(안양),구)오거리통신(안양),KT-VI
열)오늘의스팟,열)오늘의스팟,KT-VI
영)오디텔레콤,영)오디텔레콤,KT-VI
구)오라컴퍼니(안산),구)오라컴퍼니(안산),KT-VI
영)오라텔레콤2호점,영)오라텔레콤2호점,KT-VI
구)오랜지(화천),구)오랜지(화천),KT-VI
수)오랜지텔레콤(길동),수)오랜지텔레콤(길동),KT-VI
구)오렌지모바일(군산시),구)오렌지모바일(군산시),KT-VI
구)오렌지컴퓨터(화성),구)오렌지컴퓨터(화성),KT-VI
영)오롯이텔레콤(수원),영)오롯이텔레콤(수원),KT-VI
구)오메가정보통신,구)오메가정보통신,KT-VI
준)오복통신(동탄),준)오복통신(동탄),KT-VI
구)오수정보통신(임실),구)오수정보통신(임실),KT-VI
구)오조호조,구)오조호조,KT-VI
영)오칠(하남),영)오칠(하남),KT-VI
웅)오케이모바일,웅)오케이모바일,KT-VI
수)오케이중고폰(원당),수)오케이중고폰(원당),KT-VI
수)오케이중고할인마트(강서),수)오케이중고할인마트(강서),KT-VI
열)오케이텔레콤(안성),열)오케이텔레콤(안성),KT-VI
수)오투모바일(검단),수)오투모바일(검단),KT-VI
열)오픈모바일(광주),열)오픈모바일(광주),KT-VI
영)옥천휴대폰(옥천),영)옥천휴대폰(옥천),KT-VI
영)온천텔레콤(부산온천),영)온천텔레콤(부산온천),KT-VI
구)올폰컴퍼니(진주),구)올폰컴퍼니(진주),KT-VI
수)와우통신(성남),수)와우통신(성남),KT-VI
구)와이에스(창원),구)와이에스(창원),KT-VI
구)와이엠모바일(군산),구)와이엠모바일(군산),KT-VI
구)와이제이모바일(하남),구)와이제이모바일(하남),KT-VI
구)와이제이컴퍼니(하남),구)와이제이컴퍼니(하남),KT-VI
구)와이즈,구)와이즈,KT-VI
열)완도통신(완도),열)완도통신(완도),KT-VI
민)왕대박모바일(부천),민)왕대박모바일(부천),KT-VI
영)외국인마트(이천),영)외국인마트(이천),KT-VI
열)외대통신,열)외대통신,KT-VI
열)용인텔레콤,열)용인텔레콤,KT-VI
구)우기통신(안양),구)우기통신(안양),KT-VI
열)우리동네텔레콤(천안),열)우리동네텔레콤(천안),KT-VI
열)우리통신(광주),열)우리통신(광주),KT-VI
구)우리형스마트폰(미아),구)우리형스마트폰(미아),KT-VI
열)우씨통신(창원),열)우씨통신(창원),KT-VI
열)우여사텔레콤,열)우여사텔레콤,KT-VI
수)우원모바일(양산),수)우원모바일(양산),KT-VI
수)우윈스(구미),수)우윈스(구미),KT-VI
수)우윈스(수원),수)우윈스(수원),KT-VI
수)우주통신(길동),수)우주통신(길동),KT-VI
구)우주통신(속초시),구)우주통신(속초시),KT-VI
웅)우진,웅)우진,KT-VI
우)운정아저씨,우)운정아저씨,KT-VI
구)울산폰마트,구)울산폰마트,KT-VI
우)웅쭈노리퍼블릭,우)웅쭈노리퍼블릭,KT-VI
열)워니통신(남양주),열)워니통신(남양주),KT-VI
영)원모바일,영)원모바일,KT-VI
구)원모바일(안양),구)원모바일(안양),KT-VI
열)원스텝(강북),열)원스텝(강북),KT-VI
웅)원탑(금곡),웅)원탑(금곡),KT-VI
영)원탑모바일(전주),영)원탑모바일(전주),KT-VI
웅)원통신,웅)원통신,KT-VI
수)월드(송우리),수)월드(송우리),KT-VI
수)월드모바일(안산),수)월드모바일(안산),KT-VI
열)월드전자랜드,열)월드전자랜드,KT-VI
열)월드통신(고척),열)월드통신(고척),KT-VI
구)월드폰(경주),구)월드폰(경주),KT-VI
열)월드폰(용인),열)월드폰(용인),KT-VI
구)월드폰(원주),구)월드폰(원주),KT-VI
구)월드폰3,구)월드폰3,KT-VI
열)월드푸드마트(광주),열)월드푸드마트(광주),KT-VI
웅)웰빙통신,웅)웰빙통신,KT-VI
열)위너텔레콤(대전),열)위너텔레콤(대전),KT-VI
수)윈모바일(전곡),수)윈모바일(전곡),KT-VI
열)윈스토어,열)윈스토어,KT-VI
열)윈텔레콤,열)윈텔레콤,KT-VI
협력)유가통신,협력)유가통신,KT-VI
구)유나통신로또(도봉),구)유나통신로또(도봉),KT-VI
수)유노텔레콤,수)유노텔레콤,KT-VI
수)유니모바일(오남),수)유니모바일(오남),KT-VI
웅)유니버셜모빌리티(김해),웅)유니버셜모빌리티(김해),KT-VI
열)유니통신(광주),열)유니통신(광주),KT-VI
영)유림(수원),영)유림(수원),KT-VI
구)유성통신,구)유성통신,KT-VI
민)유앤소프트,민)유앤소프트,KT-VI
구)좋은회사주식회사(대화점),구)좋은회사주식회사(대화점),KT-VI
영)유엔통신,영)유엔통신,KT-VI
민)유이텔레콤(염창),민)유이텔레콤(염창),KT-VI
구)유진상사(구로),구)유진상사(구로),KT-VI
민)유진정보,민)유진정보,KT-VI
수)유케이씨(오남),수)유케이씨(오남),KT-VI
수)유플러스텔레콤,수)유플러스텔레콤,KT-VI
협력)유피,협력)유피,KT-VI
수)유한회사라인업글로벌(부산),수)유한회사라인업글로벌(부산),KT-VI
민)윤샵(울산),민)윤샵(울산),KT-VI
열)윤이나텔레콤(화성),열)윤이나텔레콤(화성),KT-VI
영)윤주정보통신,영)윤주정보통신,KT-VI
수)윤텔레콤(안동),수)윤텔레콤(안동),KT-VI
구)윤현통신(파주),구)윤현통신(파주),KT-VI
웅)율리정보통신,웅)율리정보통신,KT-VI
열)으뜸네트워크,열)으뜸네트워크,KT-VI
구)으뜸통신(안양),구)으뜸통신(안양),KT-VI
구)은갱텔레콤,구)은갱텔레콤,KT-VI
구)의형제,구)의형제,KT-VI
우)이노모바일,우)이노모바일,KT-VI
영)이니코,영)이니코,KT-VI
구)이다글로벌,구)이다글로벌,KT-VI
수)이담통신(동두천),수)이담통신(동두천),KT-VI
수)이동통신프라자(송우),수)이동통신프라자(송우),KT-VI
열)이련통신(서대문),열)이련통신(서대문),KT-VI
열)이루다(오산),열)이루다(오산),KT-VI
구)이룸(은평),구)이룸(은평),KT-VI
영)이비모바일(수원),영)이비모바일(수원),KT-VI
구)이순신텔레콤(천안),구)이순신텔레콤(천안),KT-VI
웅)이시스헬프,웅)이시스헬프,KT-VI
열)이씨통신,열)이씨통신,KT-VI
수)이안모바일(청라),수)이안모바일(청라),KT-VI
준)이앤케이(인천),준)이앤케이(인천),KT-VI
열)이에스마켓(성남),열)이에스마켓(성남),KT-VI
열)이오모바일,열)이오모바일,KT-VI
수)이원텔레콤(의정부),수)이원텔레콤(의정부),KT-VI
구)이즈앱(김해),구)이즈앱(김해),KT-VI
웅)이지컴퍼니,웅)이지컴퍼니,KT-VI
웅)이지컴퍼니(남동구),웅)이지컴퍼니(남동구),KT-VI
열)이천본가(이천),열)이천본가(이천),KT-VI
영)이천시통신,영)이천시통신,KT-VI
웅)이천원탑,웅)이천원탑,KT-VI
구)이테르(일산),구)이테르(일산),KT-VI
영)이펑휴대폰가게(평택),영)이펑휴대폰가게(평택),KT-VI
웅)이화정보통신(대전),웅)이화정보통신(대전),KT-VI
민)이환텔레콤,민)이환텔레콤,KT-VI
수)인스토어(포천),수)인스토어(포천),KT-VI
영)인아정보(안산),영)인아정보(안산),KT-VI
수)인피니티(덕소),수)인피니티(덕소),KT-VI
열)일등모바일(광주),열)일등모바일(광주),KT-VI
영)일통(대전),영)일통(대전),KT-VI
영)임란모바일,영)임란모바일,KT-VI
영)자매통신(다산),영)자매통신(다산),KT-VI
웅)자몰마켓,영)자몰마켓,KT-VI
영)자몰마켓글로벌,영)자몰마켓글로벌,KT-VI
열)잡스네폰카페(이천),열)잡스네폰카페(이천),KT-VI
수)잡스폰마트,수)잡스폰마트,KT-VI
열)장군(금천),열)장군(금천),KT-VI
민)장승정보,민)장승정보,KT-VI
열)장흥통신(장흥),열)장흥통신(장흥),KT-VI
웅)재기통신,웅)재기통신,KT-VI
구)재하의세상,구)재하의세상,KT-VI
웅)전국텔레콤(김해),웅)전국텔레콤(김해),KT-VI
민)점보텔레콤,민)점보텔레콤,KT-VI
구)정연텔레콤,구)정연텔레콤,KT-VI
민)정직한모바일(인천)/M,민)정직한모바일(인천)/M,KT-VI
구)정직한스토리(미아),구)정직한스토리(미아),KT-VI
수)정직한휴대폰(오남),수)정직한휴대폰(오남),KT-VI
열)정텔레콤(여주),열)정텔레콤(여주),KT-VI
수)정텔레콤(지금),수)정텔레콤(지금),KT-VI
구)제로(관악),구)제로(관악),KT-VI
구)제로모바일,구)제로모바일,KT-VI
영)제로모바일(춘천),영)제로모바일(춘천),KT-VI
구)제로모바일2호점,구)제로모바일2호점,KT-VI
준)제미니그룹주식회사,준)제미니그룹주식회사,KT-VI
웅)제은통신,웅)제은통신,KT-VI
웅)제이모바일,웅)제이모바일,KT-VI
웅)제이모바일(마산),웅)제이모바일(마산),KT-VI
구)제이비모바일(광주),구)제이비모바일(광주),KT-VI
준)제이씨(영통점),준)제이씨(영통점),KT-VI
영)제이씨통신(석관동),영)제이씨통신(석관동),KT-VI
열)제이앤제이모바일(부산),열)제이앤제이모바일(부산),KT-VI
수)제이에스(명일),수)제이에스(명일),KT-VI
민)제이엔비통신(김포),민)제이엔비통신(김포),KT-VI
준)제이엠네트웍스(전주),준)제이엠네트웍스(전주),KT-VI
웅)제이엠넷,웅)제이엠넷,KT-VI
웅)제이엠모바일(신도림),웅)제이엠모바일(신도림),KT-VI
구)제이엠통신(광진구),구)제이엠통신(광진구),KT-VI
구)제이와이컴퍼니(건대),구)제이와이컴퍼니(건대),KT-VI
수)제이와이텔레콤,수)제이와이텔레콤,KT-VI
구)제이이동통신(속초),구)제이이동통신(속초),KT-VI
수)제이정보통신(인천),수)제이정보통신(인천),KT-VI
준)제이제이,준)제이제이,KT-VI
열)제이제이(오산),열)제이제이(오산),KT-VI
웅)제이제이네트웍스,웅)제이제이네트웍스,KT-VI
